Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
,"",_283,26,2,25,0,25
,"",_1,24,18,14,10,24
,"",_210,22,3,13,1,14
,"",_46,18,6,15,0,15
,"",_3,17,14,3,0,3
,"",_4,16,17,5,0,5
,"",_2,15,11,11,0,11
,"",_9,15,11,13,0,13
,"",_12,14,4,14,0,14
,"",_18,14,9,14,0,14
,"",_20,14,4,14,0,14
,"",_25,14,8,14,0,14
,"",_129,13,3,13,0,13
,"",_8,12,3,2,0,2
,"",_23,12,7,2,0,2
,"",_30,12,2,2,0,2
,"",_110,12,1,10,0,10
,"",_10,11,5,4,0,4
,"",_14,11,11,9,0,9
,"",_15,11,10,3,0,3
,"",_17,11,1,11,0,11
,"",_19,11,11,4,0,4
,"",_24,11,4,11,0,11
,"",_75,11,5,10,0,10
,"",_115,11,3,9,0,9
,"",_22,10,7,6,4,10
,"",_28,10,6,9,0,9
,"",_66,10,6,10,0,10
,"",_903,10,1,9,0,9
,"",_6,9,8,9,0,9
,"",_11,9,3,6,0,6
,"",_13,9,5,6,0,6
,"",_31,9,9,0,0,0
,"",_32,9,9,4,0,4
,"",_33,9,9,2,0,2
,"",_321,9,2,8,1,9
,"",_16,8,3,1,0,1
,"",_21,8,6,5,0,5
,"",_26,8,3,8,0,8
,"",_29,8,7,8,0,8
,"",_34,8,6,2,0,2
,"",_37,8,6,8,0,8
,"",_41,8,7,8,0,8
,"",_45,8,7,6,0,6
,"",_60,8,2,6,2,8
,"",_38,7,4,7,0,7
,"",_43,7,4,7,0,7
,"",_44,7,6,5,0,5
,"",_48,7,5,1,6,7
,"",_50,7,7,0,0,0
,"",_51,7,7,1,0,1
,"",_53,7,6,7,0,7
,"",_64,7,3,7,0,7
,"",_76,7,4,0,6,6
,"",_107,7,4,5,1,6
,"",_349,7,3,7,0,7
,"",_421,7,2,7,0,7
,"",_35,6,5,6,0,6
,"",_36,6,5,1,0,1
,"",_42,6,5,6,0,6
,"",_52,6,6,6,0,6
,"",_58,6,3,4,1,5
,"",_69,6,3,5,0,5
,"",_70,6,6,4,0,4
,"",_100,6,4,3,2,5
,"",_101,6,5,6,0,6
,"",_144,6,4,5,0,5
,"",_148,6,1,4,0,4
,"",_175,6,4,5,0,5
,"",_197,6,3,6,0,6
,"",_319,6,1,5,0,5
,"",_1778,6,2,5,0,5
,"",_47,5,3,3,0,3
,"",_49,5,2,2,0,2
,"",_54,5,4,5,0,5
,"",_56,5,4,2,0,2
,"",_57,5,5,0,0,0
,"",_71,5,5,4,1,5
,"",_77,5,3,4,1,5
,"",_78,5,4,5,0,5
,"",_80,5,3,2,0,2
,"",_84,5,4,1,0,1
,"",_92,5,4,4,0,4
,"",_94,5,2,1,0,1
,"",_96,5,4,1,0,1
,"",_99,5,1,4,0,4
,"",_102,5,4,5,0,5
,"",_105,5,4,3,0,3
,"",_106,5,5,2,0,2
,"",_155,5,2,5,0,5
,"",_168,5,2,1,0,1
,"",_171,5,3,3,0,3
,"",_176,5,3,4,0,4
,"",_179,5,4,2,0,2
,"",_182,5,1,5,0,5
,"",_201,5,3,3,0,3
,"",_202,5,2,1,0,1
,"",_226,5,3,5,0,5
,"",_234,5,3,4,0,4
,"",_240,5,1,5,0,5
,"",_294,5,3,5,0,5
,"",_343,5,2,5,0,5
,"",_460,5,1,3,2,5
,"",_468,5,3,1,1,2
,"",_473,5,2,3,0,3
,"",_503,5,3,5,0,5
,"",_663,5,2,4,0,4
,"",_1289,5,2,3,0,3
,"",_40,4,3,3,0,3
,"",_55,4,3,3,1,4
,"",_68,4,4,0,0,0
,"",_72,4,4,4,0,4
,"",_79,4,3,2,0,2
,"",_82,4,3,4,0,4
,"",_85,4,4,4,0,4
,"",_86,4,2,4,0,4
,"",_89,4,4,4,0,4
,"",_95,4,3,4,0,4
,"",_108,4,1,2,0,2
,"",_124,4,3,4,0,4
,"",_126,4,3,4,0,4
,"",_132,4,1,4,0,4
,"",_137,4,3,4,0,4
,"",_139,4,2,4,0,4
,"",_140,4,3,4,0,4
,"",_143,4,4,4,0,4
,"",_147,4,2,4,0,4
,"",_149,4,3,1,0,1
,"",_151,4,4,1,0,1
,"",_160,4,4,2,2,4
,"",_169,4,4,1,3,4
,"",_183,4,2,4,0,4
,"",_186,4,4,3,0,3
,"",_187,4,4,4,0,4
,"",_188,4,3,4,0,4
,"",_189,4,4,3,0,3
,"",_194,4,2,2,0,2
,"",_205,4,3,4,0,4
,"",_209,4,2,3,0,3
,"",_215,4,4,4,0,4
,"",_220,4,1,3,0,3
,"",_221,4,3,2,0,2
,"",_227,4,2,2,0,2
,"",_246,4,2,4,0,4
,"",_288,4,2,3,1,4
,"",_305,4,3,4,0,4
,"",_340,4,2,4,0,4
,"",_366,4,2,4,0,4
,"",_368,4,3,4,0,4
,"",_389,4,3,0,0,0
,"",_391,4,2,4,0,4
,"",_394,4,1,2,0,2
,"",_412,4,3,3,1,4
,"",_423,4,3,4,0,4
,"",_443,4,1,4,0,4
,"",_474,4,3,0,0,0
,"",_524,4,2,2,0,2
,"",_591,4,2,4,0,4
,"",_767,4,2,4,0,4
,"",_818,4,1,4,0,4
,"",_831,4,1,2,0,2
,"",_911,4,2,4,0,4
,"",_1057,4,2,2,0,2
,"",_1130,4,2,1,0,1
,"",_1141,4,2,2,0,2
,"",_1252,4,1,4,0,4
,"",_1309,4,1,2,0,2
,"",_2044,4,2,3,0,3
,"",_61,3,1,1,0,1
,"",_62,3,1,3,0,3
,"",_74,3,3,1,2,3
,"",_83,3,2,3,0,3
,"",_87,3,3,1,0,1
,"",_91,3,2,3,0,3
,"",_97,3,3,3,0,3
,"",_109,3,3,3,0,3
,"",_112,3,3,1,0,1
,"",_113,3,3,3,0,3
,"",_116,3,3,1,0,1
,"",_117,3,2,2,0,2
,"",_118,3,3,3,0,3
,"",_120,3,3,3,0,3
,"",_121,3,3,2,0,2
,"",_127,3,2,0,0,0
,"",_133,3,1,3,0,3
,"",_135,3,2,2,0,2
,"",_141,3,2,2,0,2
,"",_142,3,3,3,0,3
,"",_145,3,2,3,0,3
,"",_156,3,3,2,0,2
,"",_158,3,1,3,0,3
,"",_177,3,3,3,0,3
,"",_181,3,2,3,0,3
,"",_184,3,3,1,2,3
,"",_193,3,4,1,0,1
,"",_214,3,3,3,0,3
,"",_217,3,2,2,0,2
,"",_225,3,3,3,0,3
,"",_229,3,3,3,0,3
,"",_231,3,3,2,0,2
,"",_235,3,1,3,0,3
,"",_237,3,2,3,0,3
,"",_238,3,1,2,0,2
,"",_243,3,1,3,0,3
,"",_266,3,2,3,0,3
,"",_267,3,3,3,0,3
,"",_269,3,2,1,0,1
,"",_278,3,1,3,0,3
,"",_286,3,3,2,0,2
,"",_297,3,3,3,0,3
,"",_316,3,2,3,0,3
,"",_323,3,3,3,0,3
,"",_328,3,3,2,0,2
,"",_331,3,3,3,0,3
,"",_332,3,2,3,0,3
,"",_336,3,2,2,0,2
,"",_338,3,2,3,0,3
,"",_341,3,2,2,0,2
,"",_354,3,3,1,0,1
,"",_355,3,3,2,0,2
,"",_357,3,3,3,0,3
,"",_359,3,2,3,0,3
,"",_377,3,1,3,0,3
,"",_380,3,3,3,0,3
,"",_400,3,3,0,0,0
,"",_406,3,2,3,0,3
,"",_414,3,2,0,3,3
,"",_418,3,3,3,0,3
,"",_431,3,1,3,0,3
,"",_433,3,2,3,0,3
,"",_441,3,2,3,0,3
,"",_442,3,1,3,0,3
,"",_457,3,2,3,0,3
,"",_466,3,3,3,0,3
,"",_490,3,2,3,0,3
,"",_499,3,1,2,0,2
,"",_500,3,3,3,0,3
,"",_501,3,3,3,0,3
,"",_504,3,3,3,0,3
,"",_510,3,3,2,0,2
,"",_511,3,2,1,2,3
,"",_516,3,2,3,0,3
,"",_523,3,3,3,0,3
,"",_527,3,2,1,0,1
,"",_538,3,3,3,0,3
,"",_539,3,1,3,0,3
,"",_543,3,3,3,0,3
,"",_557,3,2,3,0,3
,"",_561,3,3,3,0,3
,"",_562,3,3,3,0,3
,"",_567,3,2,1,0,1
,"",_572,3,3,2,0,2
,"",_576,3,1,1,0,1
,"",_582,3,3,3,0,3
,"",_626,3,1,2,0,2
,"",_661,3,1,2,0,2
,"",_677,3,2,3,0,3
,"",_771,3,1,3,0,3
,"",_773,3,1,2,0,2
,"",_794,3,2,3,0,3
,"",_824,3,1,1,0,1
,"",_891,3,2,3,0,3
,"",_946,3,1,0,1,1
,"",_961,3,2,3,0,3
,"",_985,3,2,3,0,3
,"",_1036,3,1,3,0,3
,"",_1043,3,2,1,2,3
,"",_1098,3,2,0,3,3
,"",_1122,3,2,1,0,1
,"",_1134,3,2,3,0,3
,"",_1201,3,2,2,0,2
,"",_1213,3,2,3,0,3
,"",_1237,3,2,2,1,3
,"",_1278,3,1,3,0,3
,"",_1295,3,2,3,0,3
,"",_1321,3,2,3,0,3
,"",_1353,3,2,1,0,1
,"",_1391,3,2,1,0,1
,"",_1395,3,2,2,0,2
,"",_1411,3,1,2,1,3
,"",_1436,3,1,2,0,2
,"",_1484,3,2,3,0,3
,"",_1511,3,2,3,0,3
,"",_1521,3,2,3,0,3
,"",_1529,3,2,3,0,3
,"",_1536,3,2,2,1,3
,"",_1635,3,2,3,0,3
,"",_1643,3,2,2,0,2
,"",_1754,3,2,1,0,1
,"",_1791,3,1,3,0,3
,"",_1805,3,1,3,0,3
,"",_1845,3,2,2,0,2
,"",_1869,3,1,1,0,1
,"",_1907,3,2,3,0,3
,"",_1922,3,1,3,0,3
,"",_1952,3,2,2,1,3
,"",_1956,3,2,3,0,3
,"",_1967,3,2,3,0,3
,"",_2037,3,2,3,0,3
,"",_2040,3,2,3,0,3
,"",_2051,3,2,3,0,3
,"",_2052,3,2,3,0,3
,"",_2097,3,2,3,0,3
,"",_2484,3,1,2,0,2
,"",_2691,3,1,2,0,2
,"",_3334,3,1,3,0,3
,"",_3623,3,1,3,0,3
,"",_3975,3,1,0,0,0
,"",_4223,3,1,2,0,2
,"",_5208,3,1,3,0,3
,"",_6934,3,1,3,0,3
,"",_7400,3,1,2,0,2
,"",_7544,3,1,3,0,3
,"",_5,2,1,1,0,1
,"",_7,2,2,1,0,1
,"",_39,2,2,2,0,2
,"",_59,2,2,2,0,2
,"",_63,2,2,2,0,2
,"",_65,2,2,1,0,1
,"",_67,2,2,1,0,1
,"",_81,2,2,1,0,1
,"",_88,2,1,2,0,2
,"",_93,2,1,1,0,1
,"",_103,2,2,1,0,1
,"",_111,2,3,2,0,2
,"",_119,2,2,2,0,2
,"",_123,2,2,2,0,2
,"",_125,2,1,2,0,2
,"",_138,2,1,2,0,2
,"",_152,2,1,0,0,0
,"",_157,2,2,2,0,2
,"",_159,2,1,2,0,2
,"",_161,2,1,2,0,2
,"",_162,2,1,2,0,2
,"",_163,2,2,2,0,2
,"",_166,2,2,2,0,2
,"",_172,2,2,2,0,2
,"",_173,2,1,2,0,2
,"",_174,2,1,2,0,2
,"",_185,2,2,2,0,2
,"",_196,2,2,2,0,2
,"",_199,2,1,1,0,1
,"",_204,2,2,2,0,2
,"",_208,2,2,1,1,2
,"",_212,2,2,2,0,2
,"",_216,2,2,1,0,1
,"",_218,2,2,2,0,2
,"",_228,2,2,1,0,1
,"",_232,2,2,0,0,0
,"",_236,2,2,2,0,2
,"",_241,2,1,2,0,2
,"",_242,2,2,2,0,2
,"",_244,2,2,2,0,2
,"",_248,2,2,2,0,2
,"",_250,2,2,2,0,2
,"",_251,2,2,2,0,2
,"",_253,2,1,2,0,2
,"",_257,2,1,2,0,2
,"",_259,2,2,2,0,2
,"",_260,2,1,2,0,2
,"",_262,2,2,2,0,2
,"",_265,2,1,2,0,2
,"",_268,2,1,2,0,2
,"",_270,2,1,2,0,2
,"",_272,2,1,1,1,2
,"",_274,2,2,2,0,2
,"",_275,2,2,2,0,2
,"",_276,2,1,2,0,2
,"",_280,2,2,2,0,2
,"",_281,2,2,1,0,1
,"",_282,2,2,2,0,2
,"",_285,2,1,2,0,2
,"",_289,2,2,2,0,2
,"",_291,2,2,2,0,2
,"",_292,2,1,1,0,1
,"",_295,2,1,2,0,2
,"",_299,2,1,2,0,2
,"",_303,2,2,1,0,1
,"",_304,2,2,2,0,2
,"",_312,2,2,2,0,2
,"",_313,2,2,2,0,2
,"",_315,2,1,2,0,2
,"",_318,2,1,2,0,2
,"",_320,2,1,2,0,2
,"",_322,2,2,2,0,2
,"",_329,2,2,2,0,2
,"",_330,2,2,2,0,2
,"",_333,2,2,1,0,1
,"",_339,2,1,2,0,2
,"",_342,2,1,1,1,2
,"",_344,2,1,0,0,0
,"",_350,2,2,2,0,2
,"",_352,2,2,2,0,2
,"",_353,2,2,2,0,2
,"",_358,2,1,0,0,0
,"",_361,2,1,2,0,2
,"",_364,2,2,2,0,2
,"",_365,2,1,2,0,2
,"",_372,2,2,2,0,2
,"",_373,2,2,2,0,2
,"",_392,2,2,2,0,2
,"",_393,2,1,2,0,2
,"",_396,2,2,2,0,2
,"",_398,2,1,2,0,2
,"",_399,2,2,2,0,2
,"",_401,2,1,2,0,2
,"",_402,2,2,0,0,0
,"",_407,2,2,1,0,1
,"",_410,2,1,2,0,2
,"",_415,2,2,2,0,2
,"",_417,2,1,2,0,2
,"",_419,2,2,2,0,2
,"",_420,2,2,0,0,0
,"",_425,2,1,2,0,2
,"",_429,2,1,2,0,2
,"",_432,2,2,2,0,2
,"",_435,2,1,0,0,0
,"",_440,2,2,2,0,2
,"",_445,2,1,2,0,2
,"",_450,2,1,1,0,1
,"",_454,2,1,2,0,2
,"",_456,2,2,1,1,2
,"",_458,2,2,2,0,2
,"",_462,2,2,1,0,1
,"",_464,2,1,2,0,2
,"",_465,2,2,2,0,2
,"",_467,2,2,2,0,2
,"",_469,2,1,2,0,2
,"",_475,2,2,2,0,2
,"",_479,2,1,2,0,2
,"",_483,2,1,2,0,2
,"",_484,2,1,2,0,2
,"",_485,2,1,2,0,2
,"",_488,2,1,0,0,0
,"",_493,2,1,2,0,2
,"",_497,2,2,1,0,1
,"",_505,2,1,2,0,2
,"",_506,2,1,2,0,2
,"",_508,2,2,2,0,2
,"",_513,2,1,2,0,2
,"",_520,2,1,2,0,2
