Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
Gear Inc,"https://genesis.hq.unity3d.com/organizations/2018388/
 https://genesis.hq.unity3d.com/organizations/18966625056278/
https://genesis.hq.unity3d.com/users/4690573/
 https://genesis.hq.unity3d.com/users/18966593843202/
https://genesis.hq.unity3d.com/users/2426110/
 https://genesis.hq.unity3d.com/users/18966715582496/
https://genesis.hq.unity3d.com/organizations/2018388/
 https://genesis.hq.unity3d.com/users/18966717349063/

",_16,45,42,33,6,39
ABI - Onesoft,"https://genesis.hq.unity3d.com/users/2330878/
 hungtm@onesoft.com.vn
https://genesis.hq.unity3d.com/organizations/18966592459647/
 http://thaidong.com.vn/

",_10,40,28,21,15,36
Onesoft - Falcon,"https://genesis.hq.unity3d.com/users/18966595375480/
 https://genesis.hq.unity3d.com/organizations/18966595375483/members-groups
https://genesis.hq.unity3d.com/users/18966691210282/
 https://play.google.com/store/apps/dev?id=7627571908184472902

",_3,25,15,15,7,22
Amanotes,"https://genesis.hq.unity3d.com/users/18966721915092/
 https://genesis.hq.unity3d.com/organizations/3578764/
https://genesis.hq.unity3d.com/organizations/18966700642687/
 https://genesis.hq.unity3d.com/users/18966715382989/

",_39,25,17,16,1,17
Gameloft,"https://genesis.hq.unity3d.com/organizations/9071028540679/
 https://genesis.hq.unity3d.com/organizations/9071028540679/members-groups

",_17,24,18,10,0,10
Rocket - Onesoft,"https://genesis.hq.unity3d.com/organizations/17867065208868/
https://genesis.hq.unity3d.com/users/18966755140055/
 https://genesis.hq.unity3d.com/users/18966717410526/
https://genesis.hq.unity3d.com/users/18966793550851/

",_25,23,18,10,13,23
iKame,"https://genesis.hq.unity3d.com/organizations/636727/
 https://genesis.hq.unity3d.com/organizations/18966600201681/projects/c8920e89-cbf2-4787-bef6-43d9f2c108a3#members
https://genesis.hq.unity3d.com/users/3795970/
 https://genesis.hq.unity3d.com/organizations/18966600201681/

",_8,23,13,15,8,23
Antada,"",_5,23,18,22,1,23
VNG,"https://genesis.hq.unity3d.com/organizations/18966653606491/
https://play.google.com/store/apps/dev?id=5261964832059401451
 https://genesis.hq.unity3d.com/organizations/93316/
https://genesis.hq.unity3d.com/organizations/20066132969623/
 https://genesis.hq.unity3d.com/users/20066140312855/
https://genesis.hq.unity3d.com/users/20066132969620/

",_4,22,19,18,4,22
Imba Game Studio,"https://genesis.hq.unity3d.com/organizations/786901/
 https://thesugagroup.com/
https://imba.co/

",_1,20,16,17,1,18
The Corgi Team,"https://genesis.hq.unity3d.com/organizations/2044079/
 https://genesis.hq.unity3d.com/organizations/2043853/

",_6,18,11,16,0,16
inwave game studio,"https://genesis.hq.unity3d.com/users/20066127856832/
 https://genesis.hq.unity3d.com/organizations/20066127856835/
https://www.facebook.com/pages/category/Gaming-Video-Creator/Inwave-Studio-889367298089921/
Linked with Amanotes

",_190,16,12,11,3,14
CSC Mobi,"",_23,16,9,11,5,16
https://fireholderstudio.com/,"https://genesis.hq.unity3d.com/users/18966839267173/
 https://genesis.hq.unity3d.com/organizations/18966839267179/

",_47,15,11,10,4,14
GoGame,"https://gogame.net/
 https://genesis.hq.unity3d.com/organizations/18966797729143/
https://genesis.hq.unity3d.com/organizations/16767555183560/
 https://genesis.hq.unity3d.com/organizations/18966602244131/

",_24,15,13,13,0,13
Dai Hoc Da Lat,"Nicolas working place
 http://dlu.edu.vn/
 https://genesis.hq.unity3d.com/users/18966865446740/

",_53,15,14,15,0,15
KixEye,"https://genesis.hq.unity3d.com/organizations/86950/
 https://genesis.hq.unity3d.com/users/18966737800202/
https://genesis.hq.unity3d.com/users/4366219/

",_15,14,13,3,2,5
https://genesis.hq.unity3d.com/organizations/18966779183240/,"https://genesis.hq.unity3d.com/organizations/18966696130162/

",_7,14,11,9,5,14
Asean Fan - Grateful Days,"http://aseanfan.com/
 https://genesis.hq.unity3d.com/organizations/307628/
https://genesis.hq.unity3d.com/users/85629/
 https://genesis.hq.unity3d.com/users/2128211/
https://genesis.hq.unity3d.com/users/18966770312613/

",_26,14,9,12,2,14
Vkids,"https://play.google.com/store/apps/developer?id=VKids&hl=en
 https://genesis.hq.unity3d.com/users/5469026/
https://vkidsapp.com/

",_2,13,10,11,1,12
Le Quy Don University,"https://genesis.hq.unity3d.com/organizations/18966799119428/
https://genesis.hq.unity3d.com/organizations/3076357/

",_12,13,11,9,4,13
Goodia,"https://genesis.hq.unity3d.com/organizations/2257223/
 https://genesis.hq.unity3d.com/organizations/570784/
http://goodia.co.jp/
 https://genesis.hq.unity3d.com/users/2914396/
 https://genesis.hq.unity3d.com/organizations/1493310/
https://genesis.hq.unity3d.com/organizations/20066131252378/

",_54,13,10,10,2,12
OneTech Asia JSC,"https://genesis.hq.unity3d.com/organizations/18966610878077/
https://genesis.hq.unity3d.com/users/6341275/
 https://onetech.vn/recruit

",_14,12,11,10,0,10
No Power Up,"https://genesis.hq.unity3d.com/organizations/2383068/
 https://genesis.hq.unity3d.com/organizations/2383053/
https://ptt-solution.com/contact-us
 https://genesis.hq.unity3d.com/users/4952020/
https://genesis.hq.unity3d.com/organizations/18966635591314/
 https://genesis.hq.unity3d.com/users/18966635591310/

",_13,12,8,10,0,10
Zitga,"https://genesis.hq.unity3d.com/organizations/3606368/
 https://genesis.hq.unity3d.com/users/5701336/

",_32,11,9,8,3,11
BraveStars - Zonmob,"https://genesis.hq.unity3d.com/organizations/18966594999013/
https://genesis.hq.unity3d.com/users/18966801388677/
 https://genesis.hq.unity3d.com/users/18966777587490/
https://genesis.hq.unity3d.com/users/18966737903339/
 https://genesis.hq.unity3d.com/users/6605393/
https://genesis.hq.unity3d.com/users/18966775518498/

",_165,11,11,9,1,10
AltPlus,"https://altplus.com.vn/
 https://genesis.hq.unity3d.com/organizations/165838/
https://genesis.hq.unity3d.com/users/18966732574482/
 https://genesis.hq.unity3d.com/organizations/18966732574487/members-groups
https://genesis.hq.unity3d.com/organizations/18966851933475/members-groups

",_41,11,10,10,1,11
Topebox,"https://genesis.hq.unity3d.com/organizations/2182327/
 https://genesis.hq.unity3d.com/organizations/18966796068481/
https://genesis.hq.unity3d.com/organizations/2182307/
 https://genesis.hq.unity3d.com/organizations/18966802506978/

",_11,10,10,8,0,8
teamobi.vn,"http://teamobi.vn/home/home-page.html
 https://genesis.hq.unity3d.com/organizations/152990/
https://genesis.hq.unity3d.com/users/233464/

",_58,10,7,8,1,9
Punch Entertainment,"Punch.vn
 https://genesis.hq.unity3d.com/organizations/18966598966767/
https://genesis.hq.unity3d.com/users/18966845990896/
 https://genesis.hq.unity3d.com/users/18966864718842/
Sun Monkey Studio
 https://genesis.hq.unity3d.com/organizations/18966593979293/
Looks like a dev that is working at Punch also own a separate business
 https://genesis.hq.unity3d.com/users/18966593979290/

",_183,10,7,5,3,8
BAP Software,"https://bap-software.net/en/
 https://genesis.hq.unity3d.com/organizations/4113619/
https://genesis.hq.unity3d.com/users/6190043/

",_31,10,8,8,0,8
Simulation.vn,"",_9,9,9,9,0,9
Mecury Studio,"Game Studio / Oursourcing
 Hiring Unity devs
 https://genesis.hq.unity3d.com/organizations/577017/
https://genesis.hq.unity3d.com/users/3560761/

",_74,9,8,6,0,6
,"",_20,9,2,0,9,9
,"",_57,9,5,6,3,9
Weegoon,"https://genesis.hq.unity3d.com/organizations/18966727616399/
https://genesis.hq.unity3d.com/users/18966768809198/
 https://genesis.hq.unity3d.com/users/18966727616394/

",_42,8,7,4,4,8
SGLib games,"https://genesis.hq.unity3d.com/users/1374437212999/
 https://genesis.hq.unity3d.com/organizations/1143152/
https://genesis.hq.unity3d.com/organizations/18966594458917/

",_544,8,7,7,0,7
GIANTY Inc - GNT VN,"https://genesis.hq.unity3d.com/organizations/18966672819082/
https://genesis.hq.unity3d.com/organizations/18966672819082/members-groups
https://genesis.hq.unity3d.com/users/1784339/

",_192,8,6,7,0,7
Fitin,"https://genesis.hq.unity3d.com/users/18966858018930/
 https://genesis.hq.unity3d.com/organizations/18966858018935/
https://genesis.hq.unity3d.com/organizations/126509/
 https://genesis.hq.unity3d.com/users/454657/
dung.dinh.nguyen@fitin.vn

",_36,8,6,4,4,8
BBGames Studio,"https://genesis.hq.unity3d.com/users/5089087/
 https://genesis.hq.unity3d.com/organizations/2591852/
https://genesis.hq.unity3d.com/users/18966711899545/

",_19,8,6,6,1,7
