Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
Gear Inc,"https://genesis.hq.unity3d.com/organizations/2018388/
 https://genesis.hq.unity3d.com/organizations/18966625056278/
https://genesis.hq.unity3d.com/users/4690573/
 https://genesis.hq.unity3d.com/users/18966593843202/
https://genesis.hq.unity3d.com/users/2426110/
 https://genesis.hq.unity3d.com/users/18966715582496/
https://genesis.hq.unity3d.com/organizations/2018388/
 https://genesis.hq.unity3d.com/users/18966717349063/

",_9,56,47,40,7,47
ABI - Onesoft,"https://genesis.hq.unity3d.com/users/2330878/
 hungtm@onesoft.com.vn
https://genesis.hq.unity3d.com/organizations/18966592459647/
 http://thaidong.com.vn/

",_2,51,39,28,19,47
Amanotes,"https://genesis.hq.unity3d.com/users/18966721915092/
 https://genesis.hq.unity3d.com/organizations/3578764/
https://genesis.hq.unity3d.com/organizations/18966700642687/
 https://genesis.hq.unity3d.com/users/18966715382989/

",_3,38,28,26,1,27
Gameloft,"https://genesis.hq.unity3d.com/organizations/9071028540679/
 https://genesis.hq.unity3d.com/organizations/9071028540679/members-groups

",_1,34,28,14,1,15
Kien Giang College,"http://www.kgc.edu.vn/
 https://genesis.hq.unity3d.com/users/18966860832420/
https://genesis.hq.unity3d.com/users/18966782490723/
 https://genesis.hq.unity3d.com/users/18966724251809/
https://genesis.hq.unity3d.com/users/18966860878757/
 https://genesis.hq.unity3d.com/users/18966860845704/

",_5,31,26,31,0,31
Rocket - Onesoft,"https://genesis.hq.unity3d.com/organizations/17867065208868/
https://genesis.hq.unity3d.com/users/18966755140055/
 https://genesis.hq.unity3d.com/users/18966717410526/
https://genesis.hq.unity3d.com/users/18966793550851/

",_13,30,21,12,16,28
Onesoft - Falcon,"https://genesis.hq.unity3d.com/users/18966595375480/
 https://genesis.hq.unity3d.com/organizations/18966595375483/members-groups
https://genesis.hq.unity3d.com/users/18966691210282/
 https://play.google.com/store/apps/dev?id=7627571908184472902

",_10,25,18,16,5,21
Imba Game Studio,"https://genesis.hq.unity3d.com/organizations/786901/
 https://thesugagroup.com/
https://imba.co/

",_4,25,21,21,1,22
Zitga,"https://genesis.hq.unity3d.com/organizations/3606368/
 https://genesis.hq.unity3d.com/users/5701336/

",_14,24,18,19,5,24
VNG,"https://genesis.hq.unity3d.com/organizations/18966653606491/
https://play.google.com/store/apps/dev?id=5261964832059401451
 https://genesis.hq.unity3d.com/organizations/93316/
https://genesis.hq.unity3d.com/organizations/20066132969623/
 https://genesis.hq.unity3d.com/users/20066140312855/
https://genesis.hq.unity3d.com/users/20066132969620/

",_28,23,21,18,3,21
