Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
Gear Inc,"https://genesis.hq.unity3d.com/organizations/2018388/
 https://genesis.hq.unity3d.com/organizations/18966625056278/
https://genesis.hq.unity3d.com/users/4690573/
 https://genesis.hq.unity3d.com/users/18966593843202/
https://genesis.hq.unity3d.com/users/2426110/
 https://genesis.hq.unity3d.com/users/18966715582496/
https://genesis.hq.unity3d.com/organizations/2018388/
 https://genesis.hq.unity3d.com/users/18966717349063/

",_5,46,41,33,5,38
ABI - Onesoft,"https://genesis.hq.unity3d.com/users/2330878/
 hungtm@onesoft.com.vn
https://genesis.hq.unity3d.com/organizations/18966592459647/
 http://thaidong.com.vn/

",_53,41,33,24,13,37
Imba Game Studio,"https://genesis.hq.unity3d.com/organizations/786901/
 https://thesugagroup.com/
https://imba.co/

",_1,25,19,23,0,23
VNG,"https://genesis.hq.unity3d.com/organizations/18966653606491/
https://play.google.com/store/apps/dev?id=5261964832059401451
 https://genesis.hq.unity3d.com/organizations/93316/
https://genesis.hq.unity3d.com/organizations/20066132969623/
 https://genesis.hq.unity3d.com/users/20066140312855/
https://genesis.hq.unity3d.com/users/20066132969620/

",_2,24,18,20,4,24
Rocket - Onesoft,"https://genesis.hq.unity3d.com/organizations/17867065208868/
https://genesis.hq.unity3d.com/users/18966755140055/
 https://genesis.hq.unity3d.com/users/18966717410526/
https://genesis.hq.unity3d.com/users/18966793550851/

",_709,24,19,9,14,23
Gameloft,"https://genesis.hq.unity3d.com/organizations/9071028540679/
 https://genesis.hq.unity3d.com/organizations/9071028540679/members-groups

",_13,23,18,8,0,8
Amanotes,"https://genesis.hq.unity3d.com/users/18966721915092/
 https://genesis.hq.unity3d.com/organizations/3578764/
https://genesis.hq.unity3d.com/organizations/18966700642687/
 https://genesis.hq.unity3d.com/users/18966715382989/

",_109,22,17,16,0,16
iKame,"https://genesis.hq.unity3d.com/organizations/636727/
 https://genesis.hq.unity3d.com/organizations/18966600201681/projects/c8920e89-cbf2-4787-bef6-43d9f2c108a3#members
https://genesis.hq.unity3d.com/users/3795970/
 https://genesis.hq.unity3d.com/organizations/18966600201681/

",_33,21,16,13,8,21
Onesoft - Falcon,"https://genesis.hq.unity3d.com/users/18966595375480/
 https://genesis.hq.unity3d.com/organizations/18966595375483/members-groups
https://genesis.hq.unity3d.com/users/18966691210282/
 https://play.google.com/store/apps/dev?id=7627571908184472902

",_90,19,15,10,8,18
Antada,"",_7,18,16,18,0,18
GoGame,"https://gogame.net/
 https://genesis.hq.unity3d.com/organizations/18966797729143/
https://genesis.hq.unity3d.com/organizations/16767555183560/
 https://genesis.hq.unity3d.com/organizations/18966602244131/

",_12,17,17,12,0,12
inwave game studio,"https://genesis.hq.unity3d.com/users/20066127856832/
 https://genesis.hq.unity3d.com/organizations/20066127856835/
https://www.facebook.com/pages/category/Gaming-Video-Creator/Inwave-Studio-889367298089921/
Linked with Amanotes

",_89,16,13,12,3,15
Goodia,"https://genesis.hq.unity3d.com/organizations/2257223/
 https://genesis.hq.unity3d.com/organizations/570784/
http://goodia.co.jp/
 https://genesis.hq.unity3d.com/users/2914396/
 https://genesis.hq.unity3d.com/organizations/1493310/
https://genesis.hq.unity3d.com/organizations/20066131252378/

",_233,16,14,12,3,15
The Corgi Team,"https://genesis.hq.unity3d.com/organizations/2044079/
 https://genesis.hq.unity3d.com/organizations/2043853/

",_4,14,9,12,0,12
https://genesis.hq.unity3d.com/organizations/18966779183240/,"https://genesis.hq.unity3d.com/organizations/18966696130162/

",_3,14,10,10,4,14
Vkids,"https://play.google.com/store/apps/developer?id=VKids&hl=en
 https://genesis.hq.unity3d.com/users/5469026/
https://vkidsapp.com/

",_9,13,11,11,1,12
Asean Fan - Grateful Days,"http://aseanfan.com/
 https://genesis.hq.unity3d.com/organizations/307628/
https://genesis.hq.unity3d.com/users/85629/
 https://genesis.hq.unity3d.com/users/2128211/
https://genesis.hq.unity3d.com/users/18966770312613/

",_15,13,8,11,2,13
OneTech Asia JSC,"https://genesis.hq.unity3d.com/organizations/18966610878077/
https://genesis.hq.unity3d.com/users/6341275/
 https://onetech.vn/recruit

",_6,12,11,10,0,10
https://fireholderstudio.com/,"https://genesis.hq.unity3d.com/users/18966839267173/
 https://genesis.hq.unity3d.com/organizations/18966839267179/

",_179,12,10,8,3,11
Le Quy Don University,"https://genesis.hq.unity3d.com/organizations/18966799119428/
https://genesis.hq.unity3d.com/organizations/3076357/

",_28,11,8,6,5,11
KixEye,"https://genesis.hq.unity3d.com/organizations/86950/
 https://genesis.hq.unity3d.com/users/18966737800202/
https://genesis.hq.unity3d.com/users/4366219/

",_17,11,11,3,0,3
Flow Motion Entertainment,"flowmotionentertainment.com
 https://genesis.hq.unity3d.com/organizations/2486312/
https://genesis.hq.unity3d.com/users/3493108/
 https://genesis.hq.unity3d.com/users/3014296/

",_98,11,7,5,4,9
AltPlus,"https://altplus.com.vn/
 https://genesis.hq.unity3d.com/organizations/165838/
https://genesis.hq.unity3d.com/users/18966732574482/
 https://genesis.hq.unity3d.com/organizations/18966732574487/members-groups
https://genesis.hq.unity3d.com/organizations/18966851933475/members-groups

",_118,11,11,10,1,11
Zitga,"https://genesis.hq.unity3d.com/organizations/3606368/
 https://genesis.hq.unity3d.com/users/5701336/

",_66,10,8,8,2,10
BraveStars - Zonmob,"https://genesis.hq.unity3d.com/organizations/18966594999013/
https://genesis.hq.unity3d.com/users/18966801388677/
 https://genesis.hq.unity3d.com/users/18966777587490/
https://genesis.hq.unity3d.com/users/18966737903339/
 https://genesis.hq.unity3d.com/users/6605393/
https://genesis.hq.unity3d.com/users/18966775518498/

",_220,10,11,9,1,10
Topebox,"https://genesis.hq.unity3d.com/organizations/2182327/
 https://genesis.hq.unity3d.com/organizations/18966796068481/
https://genesis.hq.unity3d.com/organizations/2182307/
 https://genesis.hq.unity3d.com/organizations/18966802506978/

",_24,9,9,7,0,7
teamobi.vn,"http://teamobi.vn/home/home-page.html
 https://genesis.hq.unity3d.com/organizations/152990/
https://genesis.hq.unity3d.com/users/233464/

",_1205,9,7,8,1,9
Punch Entertainment,"Punch.vn
 https://genesis.hq.unity3d.com/organizations/18966598966767/
https://genesis.hq.unity3d.com/users/18966845990896/
 https://genesis.hq.unity3d.com/users/18966864718842/
Sun Monkey Studio
 https://genesis.hq.unity3d.com/organizations/18966593979293/
Looks like a dev that is working at Punch also own a separate business
https://genesis.hq.unity3d.com/users/18966593979290/


",_518,9,6,3,4,7
GIANTY Inc - GNT VN,"https://genesis.hq.unity3d.com/organizations/18966672819082/
https://genesis.hq.unity3d.com/organizations/18966672819082/members-groups
https://genesis.hq.unity3d.com/users/1784339/

",_91,9,8,8,0,8
Dai Hoc Da Lat,"Nicolas working place
 http://dlu.edu.vn/
 https://genesis.hq.unity3d.com/users/18966865446740/

",_208,9,9,9,0,9
Athena,"https://genesis.hq.unity3d.com/organizations/1374429426877/
 https://genesis.hq.unity3d.com/organizations/18966766433521/
https://genesis.hq.unity3d.com/organizations/18966733399785/
 https://genesis.hq.unity3d.com/organizations/18966653466577/
https://genesis.hq.unity3d.com/users/1374429426874/

",_231,9,8,7,2,9
Weegoon,"https://genesis.hq.unity3d.com/organizations/18966727616399/
https://genesis.hq.unity3d.com/users/18966768809198/
 https://genesis.hq.unity3d.com/users/18966727616394/

",_236,8,6,4,4,8
Simulation.vn,"",_10,8,8,8,0,8
SGLib games,"https://genesis.hq.unity3d.com/users/1374437212999/
 https://genesis.hq.unity3d.com/organizations/1143152/
https://genesis.hq.unity3d.com/organizations/18966594458917/

",_736,8,6,7,0,7
PeopleSQ,"https://genesis.hq.unity3d.com/organizations/2473944758381/
 http://playboostnow.com/
https://genesis.hq.unity3d.com/users/2473944758377/
 ASNET
 https://genesis.hq.unity3d.com/organizations/10750/
Looks like ASNET is doing outsourcing work for PeopleSQ
 https://genesis.hq.unity3d.com/users/2909886/

",_99,8,7,6,0,6
Mecury Studio,"Game Studio / Oursourcing
 Hiring Unity devs
 https://genesis.hq.unity3d.com/organizations/577017/
https://genesis.hq.unity3d.com/users/3560761/

",_97,8,7,5,0,5
Kaopiz Software Co Ltd,"Outsourcing company

",_140,8,7,7,0,7
BBGames Studio,"https://genesis.hq.unity3d.com/users/5089087/
 https://genesis.hq.unity3d.com/organizations/2591852/
https://genesis.hq.unity3d.com/users/18966711899545/

",_8,8,6,7,0,7
,"",_11,8,2,8,0,8
,"",_26,8,5,7,0,7
IMOSYS - Onesoft,"https://imosys.net/
https://genesis.hq.unity3d.com/users/18966758539923/
https://genesis.hq.unity3d.com/users/18966864761646/


",_239,7,10,3,4,7
Fitin,"https://genesis.hq.unity3d.com/users/18966858018930/
 https://genesis.hq.unity3d.com/organizations/18966858018935/
https://genesis.hq.unity3d.com/organizations/126509/
 https://genesis.hq.unity3d.com/users/454657/
dung.dinh.nguyen@fitin.vn

",_23,7,6,3,4,7
,"",_18,7,2,0,7,7
MINTPOT VINA COMPANY,"https://genesis.hq.unity3d.com/organizations/18966869912995/

",_42,6,4,6,0,6
Hiker Games,"https://genesis.hq.unity3d.com/users/712131/
 https://genesis.hq.unity3d.com/organizations/412949/
https://genesis.hq.unity3d.com/organizations/2588527/
 https://genesis.hq.unity3d.com/organizations/4442783/

",_182,6,4,2,0,2
,"",_48,6,3,5,1,6
,"",_112,6,4,6,0,6
No Power Up,"https://genesis.hq.unity3d.com/organizations/2383068/
 https://genesis.hq.unity3d.com/organizations/2383053/
https://ptt-solution.com/contact-us
 https://genesis.hq.unity3d.com/users/4952020/
https://genesis.hq.unity3d.com/organizations/18966635591314/
 https://genesis.hq.unity3d.com/users/18966635591310/

",_253,5,4,4,0,4
Grep Game,"https://grepgame.com/
 https://genesis.hq.unity3d.com/users/18966712182958/
https://genesis.hq.unity3d.com/users/4134640/

",_383,5,4,5,0,5
CSC Mobi,"",_384,5,5,3,2,5
BAP Software,"https://bap-software.net/en/
 https://genesis.hq.unity3d.com/organizations/4113619/
https://genesis.hq.unity3d.com/users/6190043/

",_465,5,5,4,0,4
,"",_14,5,4,5,0,5
,"",_22,5,1,5,0,5
,"",_36,5,4,5,0,5
,"",_41,5,3,5,0,5
,"",_57,5,1,5,0,5
,"",_61,5,4,5,0,5
,"",_190,5,2,0,5,5
,"",_323,5,2,5,0,5
,"",_641,5,2,5,0,5
https://cubicegg.asia/en/portfolio_en/,"",_92,4,4,4,0,4
ftech.ai,"https://genesis.hq.unity3d.com/organizations/2151846/ https://genesis.hq.unity3d.com/users/4793388/

",_147,4,3,4,0,4
,"",_21,4,4,4,0,4
,"",_29,4,3,4,0,4
,"",_40,4,3,3,0,3
,"",_84,4,3,3,0,3
,"",_102,4,4,4,0,4
,"",_108,4,3,0,4,4
,"",_122,4,2,2,0,2
,"",_165,4,2,4,0,4
,"",_181,4,1,0,4,4
,"",_222,4,3,3,0,3
,"",_225,4,2,2,0,2
,"",_240,4,2,2,0,2
,"",_646,4,2,4,0,4
,"",_676,4,2,3,1,4
Veldis Experience,"",_167,3,2,0,1,1
Caerux,"http://www.caerux.com/
 https://genesis.hq.unity3d.com/organizations/1380658/
https://genesis.hq.unity3d.com/users/708497/

",_373,3,2,2,0,2
,"",_37,3,2,3,0,3
,"",_46,3,2,2,1,3
,"",_79,3,1,3,0,3
,"",_80,3,3,1,1,2
,"",_81,3,1,3,0,3
,"",_82,3,1,3,0,3
,"",_113,3,2,3,0,3
,"",_171,3,2,1,0,1
,"",_184,3,2,2,1,3
,"",_204,3,3,3,0,3
,"",_210,3,1,0,3,3
,"",_215,3,2,3,0,3
,"",_217,3,1,3,0,3
,"",_227,3,2,3,0,3
,"",_230,3,2,3,0,3
,"",_232,3,1,3,0,3
,"",_241,3,3,1,1,2
,"",_242,3,2,3,0,3
,"",_243,3,2,2,0,2
,"",_328,3,2,3,0,3
,"",_336,3,1,1,0,1
,"",_370,3,2,3,0,3
,"",_382,3,1,3,0,3
,"",_462,3,1,3,0,3
,"",_588,3,2,3,0,3
,"",_608,3,2,3,0,3
,"",_640,3,2,3,0,3
,"",_702,3,1,3,0,3
,"",_707,3,2,3,0,3
,"",_716,3,1,0,3,3
,"",_1560,3,1,2,0,2
Rollbox Studio,"https://genesis.hq.unity3d.com/organizations/1374448055350/

",_1488,2,1,2,0,2
,"",_20,2,2,2,0,2
,"",_30,2,1,2,0,2
,"",_35,2,1,1,1,2
,"",_38,2,1,2,0,2
,"",_43,2,1,2,0,2
,"",_45,2,2,0,2,2
,"",_58,2,2,2,0,2
,"",_63,2,2,1,0,1
,"",_64,2,1,0,0,0
,"",_65,2,1,1,1,2
,"",_75,2,1,0,2,2
,"",_83,2,2,2,0,2
,"",_85,2,1,1,1,2
,"",_93,2,1,2,0,2
,"",_100,2,1,2,0,2
,"",_110,2,1,2,0,2
,"",_119,2,1,2,0,2
,"",_120,2,2,1,0,1
,"",_123,2,1,2,0,2
,"",_131,2,1,2,0,2
,"",_135,2,2,2,0,2
,"",_136,2,2,1,0,1
,"",_138,2,2,2,0,2
,"",_141,2,2,1,0,1
,"",_143,2,1,0,1,1
,"",_145,2,2,1,0,1
,"",_146,2,2,2,0,2
,"",_149,2,1,2,0,2
,"",_153,2,2,2,0,2
,"",_161,2,1,2,0,2
,"",_166,2,1,2,0,2
,"",_173,2,1,2,0,2
,"",_174,2,1,2,0,2
,"",_180,2,1,2,0,2
,"",_183,2,2,1,0,1
,"",_187,2,1,2,0,2
,"",_196,2,1,2,0,2
,"",_197,2,2,2,0,2
,"",_198,2,2,2,0,2
,"",_201,2,1,2,0,2
,"",_211,2,1,1,1,2
,"",_214,2,1,2,0,2
,"",_221,2,3,1,1,2
,"",_223,2,2,2,0,2
,"",_248,2,1,2,0,2
,"",_256,2,2,2,0,2
,"",_259,2,2,2,0,2
,"",_262,2,2,2,0,2
,"",_263,2,2,2,0,2
,"",_266,2,2,2,0,2
,"",_275,2,1,2,0,2
,"",_279,2,2,2,0,2
,"",_286,2,1,0,2,2
,"",_287,2,2,2,0,2
,"",_307,2,2,2,0,2
,"",_310,2,1,2,0,2
,"",_312,2,2,2,0,2
,"",_314,2,1,2,0,2
,"",_324,2,2,2,0,2
,"",_325,2,2,2,0,2
,"",_331,2,1,2,0,2
