Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
Game5mobile,"https://genesis.hq.unity3d.com/users/18966812194079/
https://www.game5mobile.com/about
",_29,129,125,126,1,127
Agate Studio,"",_6,54,45,42,5,47
Universitas Islam Indonesia,"",_206,51,51,48,2,50
Budi Luhur University,"",_399,46,46,45,0,45
Cabulers,"",_1,35,30,32,1,33
Universitas Multimedia Nusantara,"",_172,29,28,27,2,29
,"",_5,26,17,24,0,24
Universitas Pendidikan Indonesia,"",_163,25,23,25,0,25
UNIKOM CodeLabs,"https://genesis.hq.unity3d.com/organizations/18966803487037/
",_170,14,12,13,0,13
Shinta VR,"https://genesis.hq.unity3d.com/users/1374519784166/
Tanpanama Studio
Ganbri-ya Production
Festivo 360
",_39,14,11,10,0,10
FX Media (Singapore),"",_30,14,3,14,0,14
,"",_4,12,12,12,0,12
,"",_9,12,12,12,0,12
Rock Nano Global (Singapore),"https://www.rocknanoglobal.com/
HQ in Singapore
",_12,11,11,11,0,11
Joy Leap Studio,"https://joyleap.net/
https://genesis.hq.unity3d.com/users/3201775/
",_402,11,6,10,0,10
Ciayo Games,"https://games.ciayo.com/
Dragon Capital Centre PT.
",_198,10,9,9,0,9
,"",_10,10,9,10,0,10
Octagon Studio,"https://genesis.hq.unity3d.com/organizations/834022/
",_431,9,7,3,0,3
AR&Co,"https://genesis.hq.unity3d.com/organizations/903148/
Arcasia Studio Bandung
",_128,9,6,6,0,6
Asta Game,"https://genesis.hq.unity3d.com/organizations/1374584121788/
http://asta.id/
",_18,8,3,8,0,8
Assemblr World,"https://assemblrworld.com/
2 Plus licenses
",_74,8,8,6,0,6
Touchten Games,"https://genesis.hq.unity3d.com/organizations/117895/
https://genesis.hq.unity3d.com/users/48591/
",_136,7,5,4,0,4
Toge Productions,"https://genesis.hq.unity3d.com/users/2523249/
",_28,6,5,5,0,5
Merapitech Game Studio,"http://www.merapitech.com/
",_66,6,5,5,1,6
Clay Game Studio,"https://www.claygamestudio.com/
",_157,6,5,6,0,6
,"",_13,6,7,6,0,6
,"",_19,6,5,6,0,6
,"",_24,6,4,6,0,6
,"",_32,6,5,5,1,6
,"",_203,6,1,6,0,6
Origaming Media,"https://www.origamingmedia.com/index.html
2 Plus licenses
",_46,5,4,3,0,3
Miracle Gates Entertainment,"https://academy.miraclegates.com/
Game Development Academy
https://genesis.hq.unity3d.com/organizations/18966788459968/
",_89,5,3,3,0,3
,"",_14,5,3,5,0,5
,"",_15,5,5,5,0,5
,"",_16,5,5,5,0,5
,"",_20,5,4,4,1,5
,"",_21,5,4,5,0,5
,"",_31,5,5,5,0,5
,"",_50,5,4,5,0,5
,"",_130,5,2,5,0,5
Untar - Universitas Tarumanagara,"",_1347,4,4,4,0,4
Tamatin Entertainment,"https://genesis.hq.unity3d.com/users/20066259232038/
https://tamat.in/
",_263,4,4,4,0,4
Semisoft.co,"https://genesis.hq.unity3d.com/organizations/18966601425910/
https://semisoft.co/
",_189,4,4,2,1,3
Rolling Glory,"https://rollingglory.com/
",_261,4,4,4,0,4
Joyseed Gametribe,"http://joyseedgametribe.com/
Only 1 Plus license
Subsidiary of iCandy Interactive
https://www.icandy.io/corporate-profile/
(listed company)
",_2000,4,4,2,0,2
Innoveam (Malaysia),"https://genesis.hq.unity3d.com/users/18966600498764/
",_2023,4,3,4,0,4
ICANDO,"https://genesis.hq.unity3d.com/organizations/1374526767450/
https://icando.co.id/
PT ICD KARYA Indonesia
",_95,4,4,3,0,3
Gaco Games,"",_35,4,4,4,0,4
Alegrium,"https://genesis.hq.unity3d.com/users/1374512676968/
https://www.adexchanger.com/mobile/indie-app-developer-alegrium-teams-up-with-applovins-lion-studios-to-make-its-app-marketing-roar/
Lion Studios (publishing)
",_1999,4,4,2,0,2
,"",_17,4,3,4,0,4
,"",_23,4,3,4,0,4
,"",_25,4,4,4,0,4
,"",_38,4,4,4,0,4
,"",_41,4,3,3,0,3
,"",_43,4,4,4,0,4
,"",_56,4,4,4,0,4
,"",_59,4,4,4,0,4
,"",_61,4,3,4,0,4
,"",_71,4,2,4,0,4
,"",_75,4,3,4,0,4
Telkom University,"",_1269,3,3,2,0,2
SmartEye,"https://genesis.hq.unity3d.com/organizations/20066208410723/
https://www.smarteye.id/
Plus license
Subsidiary of Telkom
",_589,3,1,2,0,2
Seamolec,"https://seamolec.org/
",_2179,3,2,3,0,3
Politeknik Negeri Jakarta,"https://genesis.hq.unity3d.com/organizations/18966736221618/
1 pro seat
PK Arduino Uno
",_1284,3,3,3,0,3
,"",_40,3,1,3,0,3
,"",_42,3,3,2,0,2
,"",_45,3,3,3,0,3
,"",_48,3,3,1,0,1
,"",_51,3,3,2,1,3
,"",_53,3,2,3,0,3
,"",_63,3,3,2,0,2
,"",_64,3,3,3,0,3
,"",_69,3,3,3,0,3
,"",_70,3,3,1,2,3
,"",_81,3,1,2,0,2
,"",_84,3,1,3,0,3
,"",_86,3,3,3,0,3
,"",_87,3,3,3,0,3
,"",_92,3,3,3,0,3
,"",_93,3,3,3,0,3
,"",_118,3,3,3,0,3
,"",_121,3,3,3,0,3
,"",_122,3,3,3,0,3
,"",_125,3,1,3,0,3
,"",_135,3,2,3,0,3
,"",_139,3,3,3,0,3
,"",_158,3,3,3,0,3
,"",_168,3,3,3,0,3
,"",_173,3,3,3,0,3
,"",_177,3,3,3,0,3
,"",_181,3,3,3,0,3
,"",_186,3,3,3,0,3
,"",_205,3,2,3,0,3
,"",_326,3,2,3,0,3
,"",_338,3,1,3,0,3
,"",_472,3,2,3,0,3
,"",_540,3,2,0,0,0
,"",_651,3,2,3,0,3
,"",_758,3,1,0,1,1
,"",_1088,3,1,3,0,3
Sotong Studio,"https://genesis.hq.unity3d.com/organizations/1374500929754/
",_1260,2,2,2,0,2
Nightspade Studio,"",_548,2,2,1,0,1
Denys Gamers,"http://denysgamersstudio.blogspot.com/
",_240,2,1,0,2,2
Arsanesia,"https://genesis.hq.unity3d.com/users/1374539958928/
http://arsanesia.com/
1 Plus license
https://genesis.hq.unity3d.com/organizations/250645/members-groups
",_405,2,2,2,0,2
Anoman Studio,"https://anomanstudio.com/
",_68,2,1,2,0,2
,"",_7,2,2,2,0,2
,"",_27,2,1,2,0,2
,"",_36,2,2,2,0,2
,"",_37,2,1,2,0,2
,"",_54,2,1,2,0,2
,"",_55,2,2,2,0,2
