Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
,"",_1,61,58,61,0,61
,"",_4,34,33,34,0,34
,"",_5,32,29,32,0,32
,"",_6,32,19,32,0,32
,"",_2,30,40,30,0,30
,"",_7,29,29,29,0,29
,"",_8,29,28,29,0,29
,"",_9,29,25,28,0,28
,"",_10,26,26,26,0,26
,"",_3,25,36,23,1,24
,"",_11,25,24,25,0,25
,"",_12,25,22,25,0,25
,"",_13,24,19,24,0,24
,"",_14,23,23,22,1,23
,"",_20,23,15,5,0,5
,"",_15,21,21,21,0,21
,"",_17,20,20,20,0,20
,"",_18,20,20,20,0,20
,"",_19,19,18,19,0,19
,"",_23,18,15,18,0,18
,"",_61,18,8,18,0,18
,"",_21,17,17,17,0,17
,"",_22,17,17,3,0,3
,"",_27,16,16,16,0,16
,"",_33,16,14,16,0,16
,"",_36,16,10,7,0,7
,"",_25,15,15,13,0,13
,"",_38,15,10,15,0,15
,"",_39,15,13,15,0,15
,"",_41,15,13,10,0,10
,"",_29,14,15,14,0,14
,"",_31,14,13,14,0,14
,"",_42,14,13,14,0,14
,"",_16,13,9,0,0,0
,"",_28,13,1,13,0,13
,"",_30,13,12,13,0,13
,"",_34,13,14,12,1,13
,"",_35,13,13,13,0,13
,"",_40,13,13,13,0,13
,"",_77,13,9,10,0,10
,"",_46,12,12,12,0,12
,"",_48,12,12,12,0,12
,"",_53,12,11,2,10,12
,"",_56,12,10,12,0,12
,"",_68,12,9,12,0,12
,"",_37,11,6,11,0,11
,"",_43,11,11,11,0,11
,"",_51,11,9,1,0,1
,"",_52,11,10,1,0,1
,"",_54,11,11,0,0,0
,"",_59,11,8,6,0,6
,"",_63,11,10,11,0,11
,"",_44,10,10,6,0,6
,"",_47,10,6,9,0,9
,"",_49,10,9,9,1,10
,"",_50,10,10,10,0,10
,"",_57,10,9,10,0,10
,"",_58,10,10,10,0,10
,"",_62,10,7,10,0,10
,"",_66,10,10,10,0,10
,"",_67,10,10,10,0,10
,"",_87,10,8,10,0,10
,"",_24,9,5,1,0,1
,"",_26,9,3,5,0,5
,"",_55,9,9,9,0,9
,"",_60,9,8,9,0,9
,"",_70,9,9,9,0,9
,"",_71,9,9,9,0,9
,"",_72,9,8,9,0,9
,"",_74,9,9,9,0,9
,"",_75,9,8,9,0,9
,"",_76,9,7,9,0,9
,"",_222,9,2,9,0,9
,"",_32,8,7,8,0,8
,"",_64,8,7,7,1,8
,"",_73,8,4,5,0,5
,"",_78,8,8,8,0,8
,"",_80,8,8,8,0,8
,"",_81,8,8,8,0,8
,"",_83,8,8,8,0,8
,"",_85,8,1,8,0,8
,"",_86,8,7,8,0,8
,"",_88,8,8,8,0,8
,"",_90,8,8,8,0,8
,"",_91,8,8,8,0,8
,"",_110,8,7,8,0,8
,"",_139,8,3,8,0,8
,"",_45,7,3,3,0,3
,"",_65,7,6,0,0,0
,"",_79,7,6,3,0,3
,"",_84,7,7,7,0,7
,"",_93,7,7,7,0,7
,"",_97,7,7,7,0,7
,"",_99,7,2,6,0,6
,"",_107,7,6,7,0,7
,"",_108,7,7,7,0,7
,"",_109,7,6,7,0,7
,"",_111,7,7,7,0,7
,"",_112,7,7,7,0,7
,"",_114,7,7,7,0,7
,"",_119,7,6,6,0,6
,"",_129,7,6,2,0,2
,"",_158,7,5,2,0,2
,"",_178,7,4,2,0,2
,"",_89,6,6,6,0,6
,"",_95,6,6,6,0,6
,"",_96,6,6,6,0,6
,"",_117,6,5,3,1,4
,"",_122,6,5,2,0,2
,"",_124,6,5,6,0,6
,"",_125,6,6,6,0,6
,"",_128,6,6,4,0,4
,"",_132,6,6,6,0,6
,"",_134,6,5,6,0,6
,"",_141,6,6,6,0,6
,"",_142,6,6,6,0,6
,"",_143,6,6,1,0,1
,"",_146,6,6,5,1,6
,"",_153,6,5,6,0,6
,"",_160,6,5,6,0,6
,"",_165,6,5,6,0,6
,"",_167,6,3,6,0,6
,"",_176,6,5,6,0,6
,"",_196,6,3,6,0,6
,"",_254,6,4,6,0,6
,"",_82,5,4,2,0,2
,"",_92,5,3,3,0,3
,"",_103,5,3,4,0,4
,"",_113,5,5,5,0,5
,"",_120,5,4,5,0,5
,"",_123,5,5,5,0,5
,"",_130,5,5,3,0,3
,"",_131,5,4,1,0,1
,"",_133,5,4,4,0,4
,"",_135,5,2,1,0,1
,"",_147,5,5,5,0,5
,"",_159,5,5,1,0,1
,"",_161,5,5,5,0,5
,"",_164,5,2,5,0,5
,"",_166,5,5,5,0,5
,"",_168,5,1,1,0,1
,"",_175,5,5,5,0,5
,"",_179,5,4,5,0,5
,"",_188,5,3,0,0,0
,"",_194,5,3,0,0,0
,"",_211,5,2,2,0,2
,"",_236,5,3,5,0,5
,"",_240,5,2,5,0,5
,"",_276,5,4,5,0,5
,"",_534,5,3,5,0,5
,"",_94,4,4,4,0,4
,"",_102,4,4,4,0,4
,"",_104,4,3,4,0,4
,"",_106,4,2,4,0,4
,"",_118,4,4,0,0,0
,"",_148,4,4,0,0,0
,"",_149,4,3,4,0,4
,"",_151,4,4,4,0,4
,"",_152,4,4,3,0,3
,"",_157,4,4,4,0,4
,"",_162,4,1,0,0,0
,"",_180,4,2,2,0,2
,"",_187,4,4,4,0,4
,"",_189,4,4,3,0,3
,"",_198,4,4,4,0,4
,"",_206,4,4,0,0,0
,"",_207,4,4,4,0,4
,"",_208,4,3,4,0,4
,"",_209,4,4,4,0,4
,"",_210,4,4,4,0,4
,"",_214,4,4,4,0,4
,"",_219,4,4,4,0,4
,"",_220,4,3,1,0,1
,"",_231,4,4,4,0,4
,"",_233,4,4,4,0,4
,"",_234,4,4,4,0,4
,"",_235,4,4,4,0,4
,"",_238,4,4,4,0,4
,"",_241,4,4,4,0,4
,"",_243,4,4,4,0,4
,"",_244,4,4,4,0,4
,"",_250,4,4,4,0,4
,"",_251,4,3,3,0,3
,"",_253,4,4,4,0,4
,"",_255,4,4,4,0,4
,"",_256,4,1,4,0,4
,"",_263,4,3,4,0,4
,"",_266,4,4,4,0,4
,"",_274,4,4,4,0,4
,"",_282,4,4,4,0,4
,"",_314,4,3,2,0,2
,"",_340,4,3,4,0,4
,"",_348,4,3,4,0,4
,"",_421,4,2,4,0,4
,"",_426,4,3,4,0,4
,"",_428,4,3,0,0,0
,"",_430,4,3,4,0,4
,"",_432,4,3,4,0,4
,"",_437,4,3,4,0,4
,"",_446,4,1,4,0,4
,"",_460,4,3,2,1,3
,"",_473,4,3,4,0,4
,"",_782,4,2,0,0,0
,"",_813,4,2,2,0,2
,"",_1064,4,2,4,0,4
,"",_4197,4,1,1,0,1
,"",_69,3,3,3,0,3
,"",_98,3,1,2,0,2
,"",_105,3,3,3,0,3
,"",_121,3,3,3,0,3
,"",_126,3,3,3,0,3
,"",_138,3,2,2,0,2
,"",_140,3,3,3,0,3
,"",_144,3,2,3,0,3
,"",_150,3,3,3,0,3
,"",_171,3,1,3,0,3
,"",_190,3,2,3,0,3
,"",_197,3,3,3,0,3
,"",_201,3,3,3,0,3
,"",_202,3,4,0,0,0
,"",_221,3,3,3,0,3
,"",_223,3,3,3,0,3
,"",_229,3,2,3,0,3
,"",_230,3,3,3,0,3
,"",_237,3,3,3,0,3
,"",_239,3,3,3,0,3
,"",_242,3,2,3,0,3
,"",_245,3,3,3,0,3
,"",_249,3,3,2,1,3
,"",_252,3,3,3,0,3
,"",_260,3,3,0,0,0
,"",_272,3,3,3,0,3
,"",_275,3,3,3,0,3
