Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
,"",_1,33,31,33,0,33
,"",_2,12,10,7,0,7
,"",_4,12,11,1,11,12
,"",_7,11,11,5,1,6
,"",_6,10,8,0,0,0
,"",_8,10,10,8,0,8
,"",_3,9,3,0,0,0
,"",_9,6,4,1,0,1
,"",_87,6,1,4,0,4
,"",_5,5,5,4,1,5
,"",_27,5,5,2,0,2
,"",_30,5,4,5,0,5
,"",_37,5,5,0,0,0
,"",_61,5,3,3,0,3
,"",_94,5,3,2,0,2
,"",_288,5,3,5,0,5
,"",_45,4,4,2,0,2
,"",_64,4,4,4,0,4
,"",_65,4,4,3,0,3
,"",_71,4,4,4,0,4
,"",_320,4,2,3,0,3
,"",_361,4,3,4,0,4
,"",_379,4,1,1,0,1
,"",_909,4,2,3,1,4
,"",_1120,4,1,2,0,2
,"",_10,3,2,0,0,0
,"",_13,3,3,3,0,3
,"",_17,3,2,3,0,3
,"",_19,3,3,3,0,3
,"",_22,3,2,3,0,3
,"",_33,3,3,3,0,3
,"",_34,3,3,2,1,3
,"",_40,3,1,0,0,0
,"",_56,3,2,1,2,3
,"",_60,3,1,3,0,3
,"",_66,3,3,3,0,3
,"",_77,3,3,3,0,3
,"",_78,3,3,3,0,3
,"",_79,3,3,3,0,3
,"",_84,3,1,2,1,3
,"",_91,3,2,1,0,1
,"",_93,3,2,1,0,1
,"",_106,3,2,2,0,2
,"",_107,3,1,2,0,2
,"",_110,3,1,3,0,3
,"",_111,3,3,3,0,3
,"",_114,3,1,3,0,3
,"",_117,3,3,3,0,3
,"",_143,3,3,1,0,1
,"",_153,3,2,3,0,3
,"",_154,3,1,3,0,3
,"",_163,3,3,3,0,3
,"",_164,3,3,3,0,3
,"",_172,3,3,3,0,3
,"",_203,3,1,0,0,0
,"",_216,3,2,3,0,3
,"",_220,3,2,1,0,1
,"",_231,3,3,1,0,1
,"",_237,3,1,1,1,2
,"",_246,3,2,1,0,1
,"",_269,3,3,1,0,1
,"",_301,3,3,3,0,3
,"",_315,3,1,3,0,3
,"",_316,3,1,3,0,3
,"",_325,3,1,0,0,0
,"",_336,3,3,1,0,1
,"",_337,3,3,3,0,3
,"",_339,3,2,3,0,3
,"",_342,3,3,3,0,3
,"",_343,3,1,3,0,3
,"",_370,3,1,3,0,3
,"",_407,3,2,1,0,1
,"",_540,3,1,1,0,1
,"",_544,3,2,3,0,3
,"",_577,3,2,3,0,3
,"",_579,3,2,3,0,3
,"",_645,3,1,3,0,3
,"",_863,3,1,1,0,1
,"",_875,3,1,0,0,0
,"",_962,3,2,0,0,0
,"",_1102,3,2,3,0,3
,"",_1162,3,2,3,0,3
,"",_1574,3,1,3,0,3
,"",_1652,3,1,3,0,3
,"",_1933,3,1,3,0,3
,"",_3858,3,1,1,0,1
,"",_3984,3,1,2,0,2
,"",_12,2,1,2,0,2
,"",_14,2,2,2,0,2
,"",_15,2,3,1,1,2
,"",_16,2,2,2,0,2
,"",_24,2,2,1,0,1
,"",_25,2,1,0,2,2
,"",_26,2,2,0,0,0
,"",_28,2,2,2,0,2
,"",_38,2,1,2,0,2
,"",_41,2,1,2,0,2
,"",_42,2,1,0,0,0
,"",_43,2,1,2,0,2
,"",_44,2,2,1,0,1
,"",_47,2,1,2,0,2
,"",_49,2,1,2,0,2
,"",_51,2,2,2,0,2
,"",_52,2,1,0,0,0
,"",_53,2,1,2,0,2
,"",_54,2,1,2,0,2
,"",_55,2,2,0,0,0
,"",_57,2,1,2,0,2
,"",_58,2,2,2,0,2
,"",_69,2,1,2,0,2
,"",_70,2,1,2,0,2
