Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
,"",_1,126,84,125,0,125
,"",_2,40,39,2,0,2
,"",_4,30,26,29,0,29
,"",_5,21,26,17,0,17
,"",_6,20,17,9,0,9
,"",_3,19,20,19,0,19
,"",_7,19,17,19,0,19
,"",_9,16,13,15,1,16
,"",_10,15,12,15,0,15
,"",_11,14,11,14,0,14
,"",_8,13,10,13,0,13
,"",_13,13,8,13,0,13
,"",_12,10,11,10,0,10
,"",_19,8,6,8,0,8
,"",_15,7,7,7,0,7
,"",_20,7,6,6,0,6
,"",_16,6,5,6,0,6
,"",_22,6,6,6,0,6
,"",_26,6,4,0,0,0
,"",_28,6,5,6,0,6
,"",_68,6,3,4,0,4
,"",_14,5,3,4,0,4
,"",_18,5,5,5,0,5
,"",_30,5,4,5,0,5
,"",_31,5,5,2,0,2
,"",_32,5,5,5,0,5
,"",_33,5,5,5,0,5
,"",_37,5,4,5,0,5
,"",_96,5,3,5,0,5
,"",_21,4,4,4,0,4
,"",_24,4,4,4,0,4
,"",_27,4,4,4,0,4
,"",_34,4,4,4,0,4
,"",_35,4,4,2,0,2
,"",_36,4,4,4,0,4
,"",_38,4,4,4,0,4
,"",_40,4,4,4,0,4
,"",_41,4,4,3,0,3
,"",_42,4,3,4,0,4
,"",_44,4,3,4,0,4
,"",_45,4,4,4,0,4
,"",_46,4,1,3,0,3
,"",_51,4,4,4,0,4
,"",_59,4,1,4,0,4
,"",_71,4,3,4,0,4
,"",_75,4,3,4,0,4
,"",_17,3,2,3,0,3
,"",_25,3,3,3,0,3
,"",_57,3,3,3,0,3
,"",_58,3,3,3,0,3
,"",_60,3,3,3,0,3
,"",_65,3,3,3,0,3
,"",_66,3,2,2,1,3
,"",_67,3,3,3,0,3
,"",_69,3,3,3,0,3
,"",_70,3,1,3,0,3
,"",_72,3,3,0,0,0
,"",_77,3,2,2,0,2
,"",_79,3,3,0,0,0
,"",_80,3,2,3,0,3
,"",_84,3,3,3,0,3
,"",_94,3,3,3,0,3
,"",_95,3,3,3,0,3
,"",_104,3,1,1,0,1
,"",_185,3,2,3,0,3
,"",_23,2,1,2,0,2
,"",_29,2,2,2,0,2
,"",_39,2,2,0,0,0
,"",_48,2,2,2,0,2
,"",_49,2,1,2,0,2
,"",_50,2,2,2,0,2
,"",_52,2,2,0,0,0
,"",_54,2,1,2,0,2
,"",_64,2,2,2,0,2
,"",_74,2,2,2,0,2
,"",_83,2,1,2,0,2
,"",_86,2,2,2,0,2
,"",_87,2,1,1,0,1
,"",_97,2,2,2,0,2
,"",_98,2,1,0,0,0
,"",_99,2,2,2,0,2
,"",_100,2,1,0,0,0
,"",_110,2,2,2,0,2
,"",_115,2,1,2,0,2
,"",_125,2,1,2,0,2
,"",_131,2,2,2,0,2
,"",_132,2,2,2,0,2
,"",_136,2,2,1,0,1
,"",_137,2,2,2,0,2
,"",_138,2,2,2,0,2
,"",_139,2,2,2,0,2
,"",_140,2,1,2,0,2
,"",_141,2,1,1,0,1
,"",_143,2,1,2,0,2
,"",_155,2,2,1,0,1
,"",_158,2,1,2,0,2
,"",_159,2,2,1,0,1
,"",_160,2,2,2,0,2
,"",_164,2,2,2,0,2
,"",_170,2,1,2,0,2
,"",_171,2,1,2,0,2
,"",_175,2,1,2,0,2
,"",_177,2,2,2,0,2
,"",_178,2,2,1,0,1
,"",_181,2,2,2,0,2
,"",_186,2,1,2,0,2
,"",_188,2,1,2,0,2
,"",_194,2,1,2,0,2
,"",_202,2,1,2,0,2
,"",_203,2,1,1,0,1
,"",_207,2,2,2,0,2
,"",_211,2,2,1,0,1
,"",_219,2,1,2,0,2
,"",_222,2,2,1,0,1
,"",_223,2,1,0,0,0
,"",_224,2,1,2,0,2
,"",_225,2,2,1,0,1
,"",_226,2,2,2,0,2
,"",_228,2,2,2,0,2
,"",_229,2,2,2,0,2
,"",_230,2,2,2,0,2
,"",_237,2,1,2,0,2
,"",_242,2,1,2,0,2
,"",_248,2,1,2,0,2
,"",_249,2,2,2,0,2
,"",_250,2,1,0,0,0
,"",_252,2,2,1,0,1
,"",_256,2,2,1,0,1
,"",_259,2,1,2,0,2
,"",_263,2,2,1,0,1
,"",_270,2,1,0,0,0
,"",_276,2,2,2,0,2
,"",_277,2,1,0,0,0
,"",_285,2,2,0,0,0
,"",_297,2,2,2,0,2
,"",_298,2,2,2,0,2
,"",_300,2,2,2,0,2
,"",_309,2,1,2,0,2
,"",_310,2,1,2,0,2
,"",_342,2,1,2,0,2
