Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
,"",_1,91,87,90,1,91
,"",_2,69,50,68,1,69
,"",_6,47,43,47,0,47
,"",_5,41,41,7,1,8
,"",_7,41,40,19,0,19
,"",_8,41,36,40,0,40
,"",_4,40,44,40,0,40
,"",_11,35,34,35,0,35
,"",_14,33,30,33,0,33
,"",_17,33,33,30,1,31
,"",_9,31,31,31,0,31
,"",_19,31,24,6,0,6
,"",_16,28,22,28,0,28
,"",_23,27,26,2,0,2
,"",_51,27,2,22,0,22
,"",_30,26,24,26,0,26
,"",_32,24,23,24,0,24
,"",_15,23,17,14,9,23
,"",_33,23,22,0,0,0
,"",_29,22,22,2,0,2
,"",_47,21,4,20,0,20
,"",_12,20,17,14,1,15
,"",_34,20,19,0,0,0
,"",_40,20,17,20,0,20
,"",_42,20,20,20,0,20
,"",_13,19,5,18,0,18
,"",_36,19,17,9,0,9
,"",_38,19,17,18,0,18
,"",_21,18,16,14,0,14
,"",_28,18,18,18,0,18
,"",_35,18,11,15,0,15
,"",_26,17,14,12,0,12
,"",_43,17,10,3,0,3
,"",_57,17,11,17,0,17
,"",_3,16,8,6,0,6
,"",_48,16,6,7,0,7
,"",_56,16,9,16,0,16
,"",_61,16,16,16,0,16
,"",_63,16,15,4,0,4
,"",_88,16,7,16,0,16
,"",_50,15,1,15,0,15
,"",_66,15,1,15,0,15
,"",_20,14,12,11,1,12
,"",_27,14,13,14,0,14
,"",_44,14,14,13,0,13
,"",_58,14,15,4,0,4
,"",_62,14,12,14,0,14
,"",_64,14,4,14,0,14
,"",_95,14,10,8,0,8
,"",_53,13,13,13,0,13
,"",_68,13,13,12,1,13
,"",_75,13,5,13,0,13
,"",_82,13,5,9,0,9
,"",_101,13,5,13,0,13
,"",_102,13,11,13,0,13
,"",_107,13,9,3,9,12
,"",_117,13,10,6,0,6
,"",_161,13,8,13,0,13
,"",_10,12,12,5,0,5
,"",_31,12,4,3,0,3
,"",_37,12,11,12,0,12
,"",_54,12,3,11,0,11
,"",_55,12,10,5,0,5
,"",_80,12,4,11,1,12
,"",_91,12,9,0,0,0
,"",_93,12,12,0,0,0
,"",_98,12,4,12,0,12
,"",_184,12,4,10,2,12
,"",_39,11,7,9,0,9
,"",_41,11,11,11,0,11
,"",_49,11,5,10,0,10
,"",_59,11,11,8,3,11
,"",_70,11,10,10,1,11
,"",_79,11,11,11,0,11
,"",_85,11,11,11,0,11
,"",_92,11,11,11,0,11
,"",_108,11,11,11,0,11
,"",_110,11,11,11,0,11
,"",_25,10,10,10,0,10
,"",_46,10,8,10,0,10
,"",_65,10,10,8,0,8
,"",_67,10,9,2,0,2
,"",_72,10,3,6,2,8
,"",_74,10,4,9,0,9
,"",_81,10,10,10,0,10
,"",_83,10,8,4,0,4
,"",_94,10,9,7,2,9
,"",_103,10,7,9,0,9
,"",_112,10,6,2,0,2
,"",_123,10,6,0,0,0
,"",_125,10,10,10,0,10
,"",_144,10,9,6,0,6
,"",_87,9,7,4,0,4
,"",_97,9,10,9,0,9
,"",_109,9,9,5,4,9
,"",_111,9,7,6,0,6
,"",_119,9,9,8,0,8
,"",_126,9,7,6,0,6
,"",_143,9,9,9,0,9
,"",_149,9,2,7,0,7
,"",_151,9,9,7,0,7
,"",_69,8,4,7,0,7
,"",_73,8,8,7,0,7
,"",_76,8,2,8,0,8
,"",_77,8,9,5,0,5
,"",_90,8,7,8,0,8
,"",_100,8,6,4,1,5
,"",_105,8,6,5,0,5
,"",_114,8,7,7,0,7
,"",_115,8,6,8,0,8
,"",_127,8,6,8,0,8
,"",_141,8,1,7,0,7
,"",_167,8,8,2,0,2
,"",_170,8,5,8,0,8
,"",_171,8,7,8,0,8
,"",_176,8,6,3,0,3
,"",_327,8,4,6,0,6
,"",_84,7,6,7,0,7
,"",_86,7,4,5,0,5
,"",_96,7,4,6,1,7
,"",_113,7,5,6,0,6
,"",_118,7,6,0,0,0
,"",_130,7,8,7,0,7
,"",_132,7,7,7,0,7
,"",_133,7,6,0,7,7
,"",_134,7,7,6,0,6
,"",_136,7,4,2,0,2
,"",_145,7,7,4,0,4
,"",_150,7,6,6,0,6
,"",_158,7,7,7,0,7
,"",_162,7,7,5,0,5
,"",_163,7,7,4,0,4
,"",_172,7,7,7,0,7
,"",_177,7,4,7,0,7
,"",_196,7,7,7,0,7
,"",_199,7,7,7,0,7
,"",_202,7,7,0,0,0
,"",_205,7,7,0,0,0
,"",_217,7,5,6,0,6
,"",_225,7,7,1,0,1
,"",_228,7,7,7,0,7
,"",_256,7,5,7,0,7
,"",_271,7,6,7,0,7
,"",_285,7,5,3,0,3
,"",_513,7,3,4,0,4
,"",_71,6,5,5,0,5
,"",_89,6,6,6,0,6
,"",_104,6,6,0,0,0
,"",_120,6,6,6,0,6
,"",_122,6,4,5,0,5
,"",_124,6,5,6,0,6
,"",_128,6,4,6,0,6
,"",_139,6,5,0,0,0
,"",_146,6,4,4,0,4
,"",_159,6,5,3,0,3
,"",_160,6,6,6,0,6
,"",_164,6,6,1,0,1
,"",_165,6,5,3,0,3
