Name,Description,Combined Group,Unique Machines,Unique UserID, Count F,Count H,EULA Machines
Ubon Ratchathani University,"",_1,21,17,18,1,19
Sirindhorn International Institute of Technology,"",_216,21,20,19,0,19
DEC Media,"",_35,14,12,12,0,12
Kanchanaburi Rajabhat University,"",_29,12,11,11,1,12
EXZY Co Ltd / Electronics Extreme (EXE),"",_1216,12,9,12,0,12
Workpoint Entertainment Co Ltd,"",_143,11,9,9,0,9
Rangsit University,"",_523,10,9,7,0,7
KMUTT / Field robotics - HCI Lab,"",_205,10,9,8,0,8
yod@unity3d.com        :),"",_104,9,8,9,0,9
Innova Interactive Studio / MadVR Studio,"",_4,9,2,8,0,8
Cyberrex Design,"",_2,8,1,6,0,6
True Axion Games,"",_49,7,7,7,0,7
Silpakorn University,"",_438,7,7,7,0,7
Heavenhell Studio,"x10studio.com

",_55,7,7,5,1,6
Debuz Thailand,"",_13,7,7,6,1,7
Blue Ocean Technology Co., Ltd.,"",_124,7,5,6,0,6
TU University,"",_125,5,5,5,0,5
TechnoBrave Asia,"",_10,5,2,4,0,4
LunarCraft Game,"",_15,5,1,5,0,5
Fair Play Studios,"https://genesis.hq.unity3d.com/organizations/18966732434628/

",_5,5,5,3,0,3
Chiang Mai University,"",_676,5,4,5,0,5
AB Wing,"https://www.abwing.com/

",_177,5,3,4,0,4
,"",_7,5,5,4,0,4
,"",_8,5,3,4,0,4
,"",_94,5,1,4,0,4
Varisoft Game Studio,"",_59,4,4,4,0,4
Sakon Nakhon Rajabhat University,"",_6,4,4,4,0,4
Digitopolis Studio / Crossfire Studio,"",_107,4,5,2,0,2
D1FX,"https://www.d1fx.com/

",_987,4,3,4,0,4
,"",_17,4,1,3,0,3
,"",_20,4,4,3,0,3
,"",_85,4,2,2,0,2
,"",_92,4,3,3,0,3
,"",_136,4,3,3,0,3
,"",_339,4,2,4,0,4
Urnique Studio,"https://www.urniquestudio.com/

",_126,3,4,3,0,3
Programing.co.th,"",_101,3,3,3,0,3
Mahasarakham University Thailand,"",_967,3,3,3,0,3
Jako Thai Studio,"https://genesis.hq.unity3d.com/organizations/18966779179762/
http://jakothaistudio.com/

",_103,3,2,3,0,3
https://3dtv-tech.com/,"",_128,3,1,3,0,3
,"",_14,3,1,3,0,3
,"",_19,3,2,3,0,3
,"",_23,3,3,3,0,3
,"",_26,3,3,2,0,2
,"",_30,3,2,3,0,3
,"",_42,3,1,3,0,3
,"",_46,3,1,2,1,3
,"",_63,3,2,3,0,3
,"",_68,3,3,3,0,3
,"",_74,3,2,3,0,3
,"",_75,3,3,3,0,3
,"",_100,3,2,3,0,3
,"",_114,3,2,3,0,3
,"",_127,3,3,3,0,3
,"",_135,3,2,3,0,3
,"",_149,3,2,3,0,3
,"",_179,3,1,3,0,3
,"",_189,3,2,3,0,3
,"",_256,3,1,3,0,3
,"",_261,3,1,3,0,3
,"",_374,3,1,3,0,3
,"",_590,3,2,2,0,2
The Eyes Multimedia,"https://theeyes.co.th/about.php

",_1605,2,2,2,0,2
STYX Co., Ltd.,"",_1354,2,2,2,0,2
Sripatum University,"",_1224,2,2,2,0,2
SIIT Thailand,"",_2279,2,2,2,0,2
Robot Galaxy Kids Co., Ltd.,"https://robotgalaxykids.co/
https://genesis.hq.unity3d.com/organizations/3693230/

",_134,2,2,1,0,1
Ringzero Game Studio,"",_1590,2,2,0,0,0
Rajamangala University of Technology Krungthep,"",_37,2,1,2,0,2
Rajamangala University of Technology,"",_2687,2,2,2,0,2
Maloya Games (Hong Kong),"",_505,2,1,2,0,2
Mahasarakham University,"",_1364,2,2,2,0,2
Good Job Multimedia,"",_875,2,2,2,0,2
Dreamdev Studios,"",_264,2,1,2,0,2
Diesel Immersive,"https://genesis.hq.unity3d.com/users/5556871/
https://www.dieselimmersive.com/

",_2277,2,2,1,0,1
Chandrakasem Rajabhat University,"",_188,2,2,2,0,2
Brighty Soft / Digimagic Communications Pte Ltd,"https://genesis.hq.unity3d.com/organizations/1437748/members-groups

",_333,2,2,1,0,1
Bit Egg,"",_445,2,2,2,0,2
Athens Communication Co., Ltd,"https://genesis.hq.unity3d.com/users/18966753066568/
Plus license, should be on Pro
Thai Soho

",_43,2,2,1,0,1
,"Focal Solution Co., Ltd.
https://focalsolution.com/

",_117,2,2,2,0,2
,"",_3,2,1,2,0,2
,"",_18,2,1,2,0,2
,"",_24,2,1,2,0,2
,"",_25,2,2,2,0,2
,"",_31,2,2,2,0,2
,"",_33,2,2,2,0,2
,"",_34,2,1,2,0,2
,"",_39,2,2,2,0,2
,"",_41,2,1,1,0,1
,"",_45,2,1,2,0,2
,"",_47,2,1,2,0,2
,"",_51,2,1,2,0,2
,"",_52,2,1,2,0,2
,"",_62,2,2,2,0,2
,"",_67,2,1,2,0,2
,"",_71,2,2,2,0,2
,"",_72,2,1,2,0,2
,"",_82,2,2,2,0,2
,"",_86,2,2,2,0,2
,"",_88,2,2,2,0,2
,"",_93,2,2,2,0,2
,"",_95,2,2,2,0,2
,"",_105,2,2,2,0,2
,"",_106,2,1,2,0,2
,"",_108,2,1,2,0,2
,"",_115,2,2,1,0,1
,"",_118,2,1,2,0,2
,"",_122,2,2,2,0,2
,"",_138,2,2,2,0,2
,"",_139,2,2,1,0,1
,"",_141,2,1,2,0,2
,"",_147,2,1,2,0,2
,"",_148,2,1,2,0,2
,"",_156,2,2,2,0,2
,"",_168,2,2,2,0,2
,"",_169,2,2,2,0,2
,"",_170,2,2,2,0,2
,"",_173,2,2,2,0,2
,"",_178,2,1,2,0,2
,"",_180,2,1,2,0,2
,"",_182,2,2,2,0,2
,"",_186,2,1,2,0,2
,"",_190,2,2,1,0,1
,"",_193,2,2,2,0,2
,"",_198,2,1,2,0,2
,"",_199,2,2,0,0,0
,"",_200,2,2,2,0,2
,"",_208,2,2,2,0,2
,"",_220,2,2,2,0,2
,"",_221,2,1,2,0,2
,"",_223,2,1,2,0,2
,"",_228,2,2,2,0,2
,"",_246,2,1,2,0,2
,"",_248,2,2,1,0,1
,"",_252,2,2,2,0,2
,"",_259,2,1,1,0,1
,"",_260,2,2,2,0,2
,"",_275,2,2,2,0,2
,"",_276,2,2,2,0,2
,"",_281,2,1,2,0,2
,"",_282,2,2,2,0,2
,"",_283,2,2,2,0,2
,"",_290,2,1,2,0,2
,"",_297,2,1,2,0,2
,"",_301,2,1,2,0,2
,"",_302,2,1,2,0,2
,"",_305,2,1,2,0,2
,"",_307,2,2,2,0,2
,"",_308,2,2,1,0,1
,"",_309,2,2,2,0,2
,"",_312,2,2,2,0,2
,"",_313,2,1,2,0,2
,"",_314,2,1,2,0,2
,"",_324,2,1,0,2,2
,"",_329,2,2,1,0,1
,"",_335,2,1,0,0,0
,"",_336,2,2,2,0,2
,"",_343,2,1,2,0,2
,"",_351,2,1,2,0,2
,"",_356,2,1,1,1,2
,"",_364,2,1,2,0,2
,"",_366,2,1,2,0,2
,"",_369,2,2,2,0,2
,"",_382,2,2,2,0,2
,"",_387,2,1,2,0,2
,"",_392,2,2,2,0,2
,"",_395,2,1,2,0,2
,"",_397,2,1,2,0,2
,"",_408,2,1,0,0,0
,"",_414,2,1,2,0,2
,"",_415,2,1,2,0,2
,"",_421,2,2,2,0,2
,"",_426,2,1,2,0,2
,"",_427,2,2,2,0,2
,"",_428,2,2,2,0,2
,"",_430,2,2,2,0,2
,"",_443,2,2,2,0,2
,"",_455,2,2,2,0,2
,"",_458,2,1,2,0,2
,"",_464,2,2,2,0,2
,"",_472,2,2,2,0,2
,"",_474,2,1,2,0,2
,"",_475,2,1,2,0,2
,"",_480,2,2,2,0,2
,"",_485,2,2,0,0,0
,"",_488,2,2,2,0,2
,"",_497,2,2,2,0,2
,"",_498,2,2,2,0,2
,"",_502,2,1,2,0,2
,"",_520,2,2,1,0,1
,"",_539,2,1,2,0,2
,"",_546,2,2,2,0,2
,"",_547,2,1,2,0,2
,"",_554,2,1,2,0,2
,"",_556,2,2,0,0,0
,"",_558,2,1,2,0,2
,"",_564,2,2,2,0,2
,"",_570,2,1,2,0,2
,"",_575,2,1,2,0,2
,"",_576,2,1,2,0,2
,"",_580,2,1,2,0,2
,"",_582,2,1,2,0,2
,"",_583,2,1,2,0,2
,"",_593,2,1,2,0,2
,"",_595,2,2,1,0,1
,"",_597,2,1,2,0,2
,"",_598,2,1,2,0,2
,"",_604,2,2,2,0,2
,"",_612,2,1,2,0,2
,"",_620,2,1,2,0,2
,"",_627,2,2,2,0,2
,"",_633,2,1,2,0,2
,"",_659,2,1,1,1,2
,"",_717,2,1,2,0,2
,"",_743,2,1,2,0,2
